sample_idx,question,answer,prediction_before,prediction_after,f1_before,f1_after,f1_improvement,decreased_layers,decreased_ratio,avg_dist_change,context_preview
920,Who was Boleslaw II of Masovia?,The Prince of Płock,"He established the first fortified settlement on the site of today's Warsaw..
Answer:
Bolesław II of Masovia was the Prince of Płock, Duke of Masovia, and later Queen of Poland. He established his first fortified settlement on the site of a small fishing village called Warszowa.",Prince of Płock,0.1714285714285714,0.8571428571428571,0.6857142857142857,24,1.0,-6.701364079324177,The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th centu...
921,When was the settlement which would become Warsaw established?,1300,"14th century
The answer to this question is:
14th century.",about 1300,0.0,0.6666666666666666,0.6666666666666666,24,1.0,-11.977867897309569,The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th centu...
922,In what year did Warszowa become the official capital of the Masovian Duchy?,1413,"1413.
What year did Warszowa become the official capital of the Masovian Duchy?",1413,0.0,1.0,1.0,24,1.0,-11.714252604665361,The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th centu...
923,When was the Masovian Duchy reincorporated into the Polish Crown?,1526,(A) 1413 (B) 1536 (C) 1526 (D) 1300,1526,0.2222222222222222,1.0,0.7777777777777778,24,1.0,-11.944370809614625,The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th centu...
924,Who did Warsaw serve as the seat for in 1529?,General Sejm,"The important piece of information, given in the context, is that "" In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569 "", and to find out what this symbolizes, we need to determine when "" 1529 "" was declared as a permanent seat for the General Sejm from 1569. This will inform as to when Warsaw was in a permanent seat for the General Sejm.",General Sejm,0.0851063829787234,1.0,0.9148936170212766,24,1.0,-11.463225939058162,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573..."
925,When did the General Sejm make Warsaw it's permanent seat?,1569,1573,1569,0.0,1.0,1.0,24,1.0,-11.77853228132966,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573..."
926,What did the Warsaw Confederation formally establish in 1573?,religious freedom,"A: religious freedom
The answer is: The Warsaw Confederation formally established religious freedom in 1573.",religious freedom,0.2857142857142857,1.0,0.7142857142857143,24,1.0,-14.853773196578771,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573..."
927,Why did Warsaw become the capital of the Commonwealth?,Due to its central location,"Warsaw's role in the Commonwealth was significant from the perspective of state and political stability. As a capital, Warsaw held the key strategic position near the borders of the Polish empire. It became increasingly important to the Commonwealth, with the city becoming the capital after the subsequent expansion. As a result, the city became even closer to its strategic center. Consequently, the city's rule was directly tied to the political stability and state organization, as a crucial component of the Commonwealth's rule. The city's stability and",its central location,0.06666666666666667,0.7499999999999999,0.6833333333333332,24,1.0,-7.575769581476175,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573..."
928,What year did King Sigismund III Vasa move his court to Warsaw?,1596,"1596

Question: ""In 1573 the City gave its name to the Warsaw,""  ""in order to,"" ""the Warsaw Confederation,"" ""was the capital of the Commonwealth and the Crown of the Kingdom of Poland."" What's the best answer to the question? Options: (A) the King was moving his court (B) the town was expanding outward (C) Sigismund III Vasa was the king (D) a Confederation was established",1596,0.04166666666666667,1.0,0.9583333333333334,24,1.0,-11.876614835485583,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573..."
930,What kingdom annexed Warsaw in 1796?,Prussia,"The unknown king of the newly created Duchy of Warsaw.
The answer to this question is: The King of Poland made Warsaw to become the capital of the newly created Duchy of Warsaw in 1796.",the Kingdom of Prussia,0.0,0.4,0.4,24,1.0,-15.020239493920904,"Warsaw remained the capital of the Polish–Lithuanian Commonwealth until 1796, when it was annexed by..."
931,Whose army liberated Warsaw in 1806?,Napoleon's,"Napoleon

Question:In what year was the Congress of Vienna founded?Answer:1815

I'm taking a test and have to guess the right answer to the question after the article. Article: This weekend, the famous basketball star Kobe Bryant joined Chinese basketball stars at the Beijing International Basketball Tournament. This big deal brought great excitement to the city that had previously watched the NBA from the side of the road. Kobe's parents had bought tickets for them, but when they arrived, all that",Napoleon's army,0.0,0.6666666666666666,0.6666666666666666,24,1.0,-9.33844721687132,"Warsaw remained the capital of the Polish–Lithuanian Commonwealth until 1796, when it was annexed by..."
932,When did Warsaw become the center of the Congress Poland?,1815,"1816. The answer is: 1816. To summarize the previous context: Warsaw remained the capital of the Polish–Lithuanian Commonwealth until 1796, when it was annexed by the Kingdom of Prussia to become the capital of the province of South Prussia. Liberated by Napoleon's army in 1806, Warsaw was made the capital of the newly created Duchy of Warsaw, and following the Congress of Vienna of",1815,0.0,1.0,1.0,24,1.0,-10.971822938862665,"Warsaw remained the capital of the Polish–Lithuanian Commonwealth until 1796, when it was annexed by..."
933,When was the Royal University of Warsaw established?,1816,"1816
Answer:
During the Congress of Vienna in 1815, the Royal University of Warsaw was founded as a constitutional monarchy under a personal union with Imperial Russia. It was established in 1816.",1816,0.07142857142857142,1.0,0.9285714285714286,24,1.0,-11.070662483934509,"Warsaw remained the capital of the Polish–Lithuanian Commonwealth until 1796, when it was annexed by..."
934,How long was Warsaw occupied by Germany?,from 4 August 1915 until November 1918,"2nd October, 19141st February, 1918  The answer to this question is:
Step 1: Identify the context that needs to be addressed.
The given context involves discussion about Warsaw being occupied by Germany in two different periods: October 4, 1915, and February 1, 1918.

Step 2: Research relevant information.
From the research, I understand that the question specifically asks for the duration of Warsaw",1915 until November 1918,0.06779661016949154,0.7272727272727273,0.6594761171032357,24,1.0,-3.0601414037094417,Warsaw was occupied by Germany from 4 August 1915 until November 1918. The Allied Armistice terms re...
935,What did Article 12 of the Allied Armistice terms require Germany to withdraw from?,areas controlled by Russia in 1914,Germany became a client state of the Allies. The final outcome of the war was reached in September 1918.,areas controlled by Russia in 1914,0.09090909090909091,1.0,0.9090909090909091,24,1.0,-4.615860044928227,Warsaw was occupied by Germany from 4 August 1915 until November 1918. The Allied Armistice terms re...
940,Who was Warsaw under the administration of when it came under the rule of the General Goverment?,a German Nazi colonial administration,"Central Poland, including Warsaw
The answer to this question is:
Central Poland, including Warsaw was under the administration of Central Poland, including Warsaw when it came under the rule of the General Government in the Third Reich.",A German Nazi colonial administration,0.07142857142857142,1.0,0.9285714285714286,24,1.0,-7.835607500964576,"After the German Invasion of Poland on 1 September 1939 began the Second World War, Warsaw was defen..."
942,When did Hitler order the annihilation of the Warsaw Ghetto?,April 1943,"September 27
The context provides a summary of the actions taken by Hitler over the Second World War, specifically during the time when the German invasion of Poland started. According to the context:

Before the invasion, on 1 September 1939, Poland and Central Poland were being attacked by the German Army's Eastern Expedition, known as the German ""Liberation Army"". During this time, Germany initiated various schemes to take control of the country. One important initiative was the German General",19 April 1943,0.0,0.8,0.8,24,1.0,-7.196130621306294,"After the German Invasion of Poland on 1 September 1939 began the Second World War, Warsaw was defen..."
